id,date,category,region,status,value,amount,quantity,cost,profit
2240,2023-09-03,C,Norte,Inactivo,63.93,326.76,12,23.56,51.06
2241,2023-12-25,A,Oeste,Pendiente,58.59,666.05,19,34.55,104.64
2242,2023-10-15,A,Centro,Activo,95.48,1180.73,42,35.08,214.75
2244,2023-01-23,A,Centro,Activo,98.58,23451.53,195,119.97,3508.23
2245,2023-07-25,D,Norte,Pendiente,85.95,16978.57,159,106.83,2538.7
2246,2023-07-04,A,Este,Activo,57.14,364.44,14,30.61,56.14
2247,2023-08-16,A,Oeste,Pendiente,68.11,4024.06,70,57.1,599.14
2248,2023-04-12,A,Este,Activo,75.23,5743.86,89,64.34,855.43
2249,2023-10-06,D,Centro,Pendiente,90.22,1179.95,33,35.73,167.16
2250,2023-11-13,C,Centro,Inactivo,56.44,659.12,24,28.34,101.4
2251,2023-02-26,C,Este,Inactivo,61.7,498.22,18,32.5,73.53
2252,2023-06-10,A,Centro,Activo,88.7,920,33,29.53,420.3
2253,2023-09-11,A,Sur,Inactivo,57.51,905.82,23,37.46,132.58
2254,2023-03-18,A,Sur,Inactivo,64.3,15377.87,148,104.19,2293.31
2255,2023-10-17,B,Este,Pendiente,52.55,980.67,37,27.3,149.97
2256,2023-04-06,B,Centro,Inactivo,80.94,805.58,22,38.26,120.04
2258,2023-08-10,A,Centro,Inactivo,80.93,2390.84,48,48.42,351.74
2259,2023-09-19,A,Este,Activo,64.68,545.89,24,21.91,84.76
2260,2023-09-13,A,Norte,Inactivo,57.99,443.97,17,22.76,67.87
2261,2023-06-19,A,Sur,Activo,90.76,1180.73,48,45.92,324.2
2264,2023-10-14,A,Norte,Activo,88.28,654.64,31,24.16,97.9
2265,2023-11-12,A,Este,Inactivo,65.46,883.75,26,33.2,130.89
2266,2023-04-08,C,Centro,Activo,98.75,138.69,19,5,23.66
2267,2023-03-27,B,Este,Activo,66.98,7493.61,109,68.46,1114.44
2268,2023-06-14,D,Sur,Activo,74.48,3645.38,61,58.73,544.37
2269,2023-09-16,C,Este,Activo,66.22,226.15,8,35.95,29.9
2272,2023-05-15,A,Centro,Pendiente,79.06,79.06,9,13.52,17.44
2273,2023-05-14,A,Norte,Activo,86.44,1322.68,38,36.09,200.77
2274,2023-05-25,C,Sur,Activo,85.29,374.46,14,24.54,58.93
2275,2023-06-14,A,Sur,Activo,75.77,483.64,20,24.21,76.52
2276,2023-06-24,A,Oeste,Activo,63.86,588.87,18,35.43,89.43
2277,2023-06-17,C,Este,Activo,73.12,566.67,22,28.3,84.48
2278,2023-10-02,C,Centro,Pendiente,82.76,1014.64,25,40.93,152.2
2279,2023-04-18,B,Centro,Activo,93.98,386.49,15,20.36,65.43
2280,2023-04-20,A,Centro,Activo,83.63,7442.62,91,81.21,1105.35
2281,2023-07-14,A,Este,Activo,64.7,1370.08,33,42.02,203.88
2282,2023-04-12,D,Centro,Inactivo,75.79,648.32,17,39.03,97.77
2283,2023-10-18,D,Centro,Inactivo,83.05,7716.8,109,70.71,1147.97
2284,2023-08-21,D,Norte,Activo,86.2,39513.7,262,150.73,5915.32
2285,2023-11-09,A,Norte,Pendiente,74.69,741.07,34,24.65,107.17
2286,2023-08-09,B,Centro,Activo,82.01,701.9,16,43.33,99.7
2287,2023-05-20,B,Norte,Inactivo,68.27,1852.81,44,41.17,274.7
2289,2023-08-27,B,Centro,Inactivo,84,746.78,42,42.46383387320685,114.94
2290,2023-09-09,A,Sur,Activo,71.53,2583.8,50,51.3,381.32
2291,2023-11-26,B,Sur,Activo,76.85,1841.71,58,32.22,276.31
2292,2023-12-31,A,Sur,Activo,72.2,2158.93,62,35.53,321.29
2293,2023-05-04,B,Sur,Activo,75.47,5693.69,93,62.17,852.02
2294,2023-03-22,A,Norte,Activo,97.32,1180.73,160,84.41,2016.86
2295,2023-05-22,B,Centro,Activo,79.33689264229524,1544.97,38,39.9,236.22
2297,2023-12-05,B,Oeste,Inactivo,64.72,2865.56,60,47.32,424.99
2298,2023-12-12,B,Norte,Inactivo,67.67,5566.38,96,58.5,833.05
2299,2023-11-04,A,Sur,Pendiente,74.71,20678.55,175,117.72,3086.35
2301,2023-04-04,A,Centro,Inactivo,99.36,3557.97,58,60.12,529.63
2302,2023-04-26,A,Norte,Activo,91.06,20720.67,191,108.64,3094.13
2303,2023-06-12,C,Oeste,Activo,74.8,357.97,13,25.7,54.89
2304,2023-05-27,A,Oeste,Activo,73.04,2205.18,67,32.25,330.5
2305,2023-11-11,B,Sur,Activo,90.52,2456.62,54,44.72,370.91
2306,2023-01-11,D,Centro,Pendiente,81.78,143.89,9,19.25,23.46
2307,2023-07-30,C,Este,Pendiente,60.5,958.36,38,26.15,147.35
2308,2023-12-08,D,Sur,Inactivo,63.49,195.96,16,13.54,33.22
2309,2023-10-17,D,Sur,Inactivo,58.64,275.25,15,26.44,36.63
2310,2023-07-26,A,Centro,Inactivo,74.28,441.07,21,20.36,193.23
2311,2023-03-06,C,Sur,Activo,82.51,286.08,10,28.69,44.05
2312,2023-11-05,C,Oeste,Activo,67.53,16121.76,168,95.95,2406.06
2313,2023-06-18,C,Oeste,Activo,68.3,799.01,33,23.6,122.34
2314,2023-01-14,B,Centro,Activo,85.73,1964.49,47,43.23,294.31
2315,2023-02-26,A,Sur,Pendiente,84.03,1257.6,47,26.24,187.72
2316,2023-04-21,D,Norte,Pendiente,90.54,1224.55,23,52.93,184.46
2317,2023-08-16,C,Norte,Pendiente,77.67,208.8,20,11.46,35.85
2318,2023-06-13,B,Sur,Pendiente,62.94,2625.31,60,45.18,393.77
2320,2023-09-20,A,Norte,Inactivo,69.98,1656.43,43,40.96,242.22
2321,2023-05-02,A,Centro,Activo,103.05,2867.18,61,45.71,428.99
2322,2023-03-27,B,Sur,Activo,67.8,950.05,30,29.91,148.62
2323,2023-10-19,C,Norte,Activo,85.39,165.71,7,13,26.64
2324,2023-06-23,A,Centro,Activo,104.61,591.61,18,32.88,84.87
2325,2023-08-19,A,Sur,Pendiente,63.63,1312.37,29,42.21,196.21
2326,2023-12-02,C,Norte,Inactivo,79.31,8243.88,107,77.33,1227.71
2327,2023-10-24,B,Sur,Activo,84.31,4455.7,79,56.22,659.65
2329,2023-03-17,B,Este,Activo,61.76,676.76,21,30.17,104.37
2330,2023-08-24,C,Centro,Activo,99.02,623.74,22,29.11,287.52
2331,2023-07-24,C,Centro,Inactivo,80.85,1003.13,33,31.7,151.49
2332,2023-10-10,B,Este,Activo,66.8,2095.22,62,33.89,316.2
2333,2023-07-08,A,Centro,Inactivo,78.08,1029.57,26,38.94,151.8
2334,2023-05-26,D,Centro,Pendiente,94.08,98,6,11.5,23.3
2335,2023-06-08,D,Este,Pendiente,52.88,7710.78,90,85.36,1155.62
2336,2023-10-29,A,Sur,Activo,64.91,15232.19,169,89.63,2275.7
2337,2023-01-02,B,Sur,Inactivo,56,4718.1,82,57.1,704.55
2338,2023-02-23,A,Sur,Activo,72.12,3620.01,71,50.98,543.65
2339,2023-01-12,A,Este,Activo,67.04,952.76,28,32.47,141.49
2340,2023-09-02,D,Norte,Inactivo,78.22,7051.13,96,74.54,1054.19
2341,2023-10-04,A,Oeste,Activo,79.97,844.31,27,30.69,129.77
2342,2023-05-16,A,Norte,Activo,89.3,4928.97,77,63.78,735.33
2344,2023-10-02,B,Norte,Activo,91.88,1607,46,35.07,242.45
2345,2023-04-26,B,Centro,Activo,102.34,4829.53,76,63.6,721.46
2346,2023-10-28,C,Sur,Inactivo,68.3,721.71,24,30.07,105.55
2347,2023-07-23,A,Centro,Pendiente,89.66,778.55,24,33.61,114.69
2349,2023-11-10,A,Centro,Pendiente,90.41,849.23,23,31.28,126.55
2350,2023-01-21,D,Centro,Activo,91.83,3411.48,67,51.85,428.9795395650162
2351,2023-10-27,B,Norte,Activo,77.7,798.66,30,25.81,123.68
2353,2023-07-15,C,Norte,Activo,81.59,3763.47,67,56.99,560.79
2354,2023-10-17,B,Norte,Inactivo,74.29,42677.73,270,158.3,6383.36
2355,2023-09-09,A,Centro,Inactivo,71.62,324.27,14,19.78,51.28
2356,2023-05-06,B,Sur,Inactivo,67.19,3238.27,54,59.41,479.41
2357,2023-06-19,B,Centro,Activo,96.65,681.26,23,42.46383387320685,103.79
2358,2023-04-16,D,Sur,Pendiente,69.32,344.83,14,25.6,53.26
2359,2023-07-27,B,Norte,Activo,85.5,5429.79,85,63.81,807.1
2360,2023-11-12,B,Sur,Activo,84.69,500.4,17,32.12,75.76
2361,2023-06-05,C,Sur,Pendiente,69.23,388.61,18,23.98,61.28
2362,2023-03-18,A,Centro,Activo,95.3,815.89,25,33.3,118.46
2363,2023-01-09,A,Centro,Pendiente,93.94,688.53,21,36.79,102.11
2364,2023-12-16,C,Centro,Activo,101.38,358.14,15,23.22,59.59
2365,2023-12-05,C,Norte,Inactivo,72.04,15652.14,148,105.23,2335.98
2366,2023-12-05,C,Norte,Activo,83.84,1063.17,41,25.88,158.86
2367,2023-03-19,A,Norte,Pendiente,71.55,932.45,27,32.46,145.69
2368,2023-10-03,A,Centro,Activo,88.38,3284.99,56,59.97,489.63
2369,2023-05-02,C,Este,Inactivo,57.22,337.69,13,24.92,51.11
2370,2023-03-14,A,Norte,Pendiente,67.39,4147.35,69,60.4,616.31
2371,2023-04-09,A,Norte,Activo,95.08,5380.06,76,71.09,802.65
2372,2023-08-31,D,Sur,Inactivo,60.59,133.43,12,11.2,26.49
2373,2023-07-23,A,Norte,Activo,96.96,2886.83,54,53.61,436.32
2374,2023-12-14,B,Sur,Activo,73.61,493.42,22,23.95,80.32
2375,2023-02-26,B,Norte,Pendiente,61.4,5771.31,83,69.79,863.67
2377,2023-10-29,A,Sur,Pendiente,76.39,908.45,39,21.65,142.78
2378,2023-06-11,C,Norte,Inactivo,78,3626.76,64,55.32,544.03
2379,2023-11-09,A,Norte,Pendiente,81.7,2857.33,69,42.29,427.73
2380,2023-06-11,A,Este,Activo,81.97,6281.11,89,70.04,428.9795395650162
2381,2023-04-17,D,Oeste,Inactivo,64.47,9349.98,126,73.96,1393.29
2382,2023-07-08,A,Norte,Activo,97.18,4333.51,63,69.77,647.4
2383,2023-10-17,A,Centro,Activo,103.58,1696.67,43,42.66,254.02
2384,2023-06-06,A,Sur,Pendiente,65.91,2843.39,51,54.56,427.59
2386,2023-07-18,C,Oeste,Pendiente,61.68,392.53,15,29.17,60.46
2387,2023-03-05,A,Norte,Activo,100.16,373.21,20,17.93,53.3
2388,2023-12-20,D,Este,Activo,81.35,298.21,19,15.11,48.81
2389,2023-05-15,B,Norte,Activo,94.21,698.67,20,36.92,108.19
2390,2023-12-11,A,Norte,Activo,91.88,1234.23,29,43.86,181.9
2392,2023-10-10,C,Centro,Inactivo,86.56,316.63,11,30.48,50.23
2393,2023-08-09,B,Este,Activo,69.31,2398.65,60,38.6,364.31
2394,2023-03-06,A,Este,Pendiente,61.93,379.52,15,27.35,54.53
2395,2023-11-22,D,Sur,Inactivo,53.7,4286.53,71,61.04,637.02
2396,2023-10-24,C,Centro,Activo,96.26,1389.34,45,29.97,204.86
2397,2023-11-21,C,Centro,Activo,105.13,1180.73,20,30.58,94.03
2398,2023-11-14,D,Centro,Activo,88.38,1521.21,47,32.74,227.59
2399,2023-06-08,A,Norte,Activo,88.53,895.55,34,27.48,138.49
2400,2023-03-27,A,Sur,Activo,72.44,377.3,9,44.02,51.5
2402,2023-10-27,A,Oeste,Activo,65.23,387.69,12,31.1,62.97
2403,2023-11-07,D,Centro,Pendiente,90.35,6465.61,99,65.77,966.14
2404,2023-12-05,B,Este,Activo,77.8,7165.97,89,80.49,1064.33
2405,2023-08-30,B,Centro,Activo,79.33689264229524,3036.18,51,58.66,454.7
2406,2023-03-05,D,Este,Activo,61.72,265.69,12,19.75,47.43
2407,2023-01-01,A,Este,Activo,56.09,1735.76,42,39.63,258.17
2408,2023-01-23,A,Norte,Activo,95.43,1180.73,34,39.34,180.3
2409,2023-01-31,D,Oeste,Pendiente,60.34,3139.35,47,68.28,473.84
2410,2023-02-18,B,Sur,Pendiente,70.13,797.56,22,35.52,125.27
2411,2023-10-10,A,Sur,Pendiente,63.58,2108.29,50,42.09,318.64
2412,2023-02-01,A,Este,Inactivo,52.27,259.39,10,25.98,45.61
2414,2023-03-31,D,Norte,Inactivo,70.29,2740.02,73,39.04,428.9795395650162
2415,2023-10-27,B,Este,Activo,69.13,1246.19,32,37.58,182.52
2416,2023-04-13,A,Sur,Activo,78.13,845.85,23,39.23,121.09
2419,2023-08-31,C,Centro,Inactivo,73.6,5214.64,79,66.63,775.07
2420,2023-09-09,B,Centro,Inactivo,71.01,624.93,19,32.47,93.85
2421,2023-09-13,B,Oeste,Activo,54.52,1245.94,29,43.7,186.21
2422,2023-06-10,A,Norte,Pendiente,97.28,516.1,16,31.01,81.23
2423,2023-12-22,A,Centro,Inactivo,68.49,3675.22,67,54.87,428.9795395650162
2424,2023-07-11,A,Centro,Inactivo,78.87,1528.41,34,44.4,228.11
2425,2023-11-13,A,Norte,Activo,88.78,2953.2,53,55.41,436.65
2426,2023-05-18,B,Norte,Pendiente,72.24,661.39,21,32.56,95.02
2427,2023-01-06,B,Norte,Activo,92.87,2668.8,53,52.18,399.21
2428,2023-12-16,A,Norte,Activo,102.85,879.72,29,31.76,131.35
2429,2023-07-31,C,Sur,Activo,75.52,563.28,22,19.3,87.09
2430,2023-11-27,D,Norte,Inactivo,57.4,2324.41,46,52.33,1037.4
2431,2023-03-20,A,Norte,Inactivo,80.68,2104.47,42,50.7,313.2
2432,2023-01-17,C,Este,Activo,69.03,277.38,12,26.46,42.1
2433,2023-11-22,A,Sur,Activo,72.6,5707.52,82,68.96,846.92
2434,2023-08-13,A,Centro,Pendiente,83.62,515.8,27,20.77,78.15
2435,2023-12-17,B,Centro,Activo,100.19,2744.72,50,54.29,411.12
2436,2023-04-05,A,Oeste,Activo,63.07,1076.81,38,29.05,163.4
2437,2023-05-11,A,Norte,Pendiente,84.41,457.82,22,18.83,65.99
2438,2023-06-03,B,Centro,Inactivo,83.45,316,8,29.35,45.63
2439,2023-02-24,A,Oeste,Activo,65.45,7970.36,103,77.03,1195.32
2440,2023-10-25,B,Centro,Activo,104.93,509.92,17,27.17,77.04
2441,2023-08-09,A,Norte,Inactivo,70.99,1770.59,46,39.84,264.1
2442,2023-12-18,B,Este,Activo,78.52,3253.6,58,54.72,479.8
2443,2023-09-19,B,Sur,Pendiente,62.24,496.69,17,33.03,70.63
2444,2023-09-06,D,Sur,Pendiente,70.53,961.98,29,33.13,139.94
2445,2023-07-07,B,Sur,Activo,74.43,101.63,10,14.98,21.48
2447,2023-01-08,B,Sur,Pendiente,62.91,416.75,13,32.67,56.9
2448,2023-07-27,A,Oeste,Activo,82.02,3257.81,64,51.8,483.7
2449,2023-09-26,B,Centro,Activo,103.58,247.62,25,11.21,41.96
2450,2023-04-01,A,Sur,Activo,79.33,318.09,22,13.23,48.43
2451,2023-10-25,B,Sur,Activo,87.97,2361.44,55,43.39,354.77
2452,2023-12-20,A,Centro,Activo,98.46,10920.73,132,82.9,1634.08
2453,2023-09-11,B,Centro,Activo,92.31,1561.49,40,40.84,229.74
2454,2023-10-14,A,Oeste,Activo,61.33,4527.2,69,65.84,674.84
2455,2023-01-25,B,Sur,Activo,75.96,9734.9,116,84.12,1454.52
2456,2023-05-30,B,Norte,Activo,92.01,612.27,19,33.7,91.63
2457,2023-10-24,A,Este,Activo,71.76,288.62,12,19.75,43.51
2458,2023-11-14,C,Oeste,Activo,64.37,931.18,24,34.97,136.9
2459,2023-07-08,A,Centro,Inactivo,82.78,2231.26,67,33.2,333.34
2460,2023-02-01,B,Norte,Pendiente,69.77,704,41,16.54,109.03
2462,2023-07-11,A,Este,Inactivo,61,1641.14,57,28.45,246.71
2463,2023-08-22,C,Norte,Activo,89.37,6604.47,100,65.65,983.42
2464,2023-12-04,A,Norte,Inactivo,79.14,1180.73,28,32.64,136.06
2465,2023-02-03,A,Norte,Inactivo,63.78,3646.45,64,57.46,428.9795395650162
2466,2023-04-03,A,Norte,Activo,70.95,952.08,24,42.46383387320685,145.82
2467,2023-06-23,D,Norte,Activo,99.43,857.19,25,34.02,126.86
2468,2023-07-10,D,Sur,Activo,70.89,1288,44,29.08,192.4
2469,2023-02-02,A,Centro,Activo,93.6,588.37,22,25.62,89.98
2470,2023-05-01,B,Norte,Activo,87.31,1274.13,26,48.66,191.63
2471,2023-11-11,A,Sur,Inactivo,66.47,576.73,19,29.48,89
2472,2023-10-28,D,Centro,Activo,81.5,2591.45,55,47.18,387.59
2473,2023-12-11,A,Sur,Activo,80.1,1503.29,37,40.32,227.22
2476,2023-07-08,C,Centro,Activo,99.43,2662.55,63,41.59,397.75
2479,2023-07-04,A,Centro,Activo,79.33689264229524,720.92,27,27.42,109.5
2480,2023-08-04,C,Oeste,Activo,69,2531.04,50,52.36,377.77
2482,2023-09-05,B,Norte,Activo,95.27,3735.71,62,58.7,555.53
2484,2023-07-23,C,Norte,Inactivo,76.04,295.88,12,28.88,48.86
2485,2023-12-25,A,Centro,Activo,98.63,14818.36,149,99.76,2217.93
2486,2023-01-05,C,Este,Activo,76.33,570.09,16,39.67,80.14
2487,2023-06-19,C,Norte,Activo,101.1,930.97,28,42.46383387320685,138.33
2488,2023-08-22,B,Centro,Activo,98.67,516.13,20,27.94,76.38
2489,2023-10-04,B,Norte,Pendiente,78.59,837.68,20,42.39,125.92
2490,2023-08-01,B,Oeste,Activo,69.47,420.94,20,23.13,65.14
2491,2023-06-26,B,Este,Inactivo,52.57,31432.37,233,135.06,428.9795395650162
2492,2023-07-17,C,Centro,Activo,95.84,873.05,36,24.85,136.53
2493,2023-01-09,A,Norte,Pendiente,62.12,1432.59,40,35.24,216.82
2494,2023-12-07,C,Este,Activo,81.35,1399.72,42,32.12,213.78
2495,2023-06-09,A,Centro,Activo,99.21,565.97,15,37.36,78.54
2496,2023-02-12,A,Sur,Activo,80.72,1594.7,50,30.89,243.23
2497,2023-09-14,D,Centro,Activo,96.68,4941.24,81,60.35,739.93
2498,2023-12-16,C,Este,Inactivo,59.94,80.82,6,16.64,13.28
2499,2023-08-25,A,Norte,Activo,76.36,2810.95,57,50.89,411.08
2500,2023-11-02,B,Norte,Activo,96.27,1601.18,38,41.23,240.66
2502,2023-04-08,B,Centro,Inactivo,80.25,854.13,24,38.45,131.65
2503,2023-05-15,B,Centro,Pendiente,94.48,245.4,22,42.46383387320685,42.18
2504,2023-06-15,A,Centro,Activo,97.35,1297.27,34,41.83,195.95
2505,2023-01-28,A,Norte,Activo,86.71,1351.31,34,37.86,201.27
2507,2023-07-25,C,Centro,Inactivo,76.9,7872.86,116,67.26,1176.69
2508,2023-11-25,A,Oeste,Activo,72.9,204.27,14,12.04,35.25
2509,2023-02-16,B,Oeste,Pendiente,54.31,1108.56,29,37.59,168.4
2510,2023-02-12,A,Norte,Inactivo,67.56,5180.22,87,60.87,773.32
2511,2023-12-06,C,Norte,Activo,87.24,2469.04,48,52.14,367.1
2512,2023-02-10,C,Oeste,Activo,64.45,4548.95,80,56.35,681.38
2513,2023-01-09,A,Este,Activo,76.05,1180.73,32,34.6,177.16
2514,2023-11-21,B,Este,Activo,64.44,6482.86,82,79.45,966.6
2515,2023-11-27,C,Norte,Pendiente,80.61,1408.99,43,33.59,211.87
2516,2023-03-07,B,Norte,Activo,79.33689264229524,1099.55,28,37.98,167.42
2517,2023-02-01,A,Norte,Inactivo,59.13,4735.64,95,49.83,704.19
2519,2023-06-08,A,Centro,Activo,99.18,1069.11,31,34.71,157.27
2520,2023-11-19,A,Este,Activo,83.41,2566.46,55,46.87,378.24
2521,2023-11-30,D,Centro,Pendiente,85,940.26,28,33.23,142.69
2523,2023-08-11,A,Sur,Activo,90.2,116.07,6,9.19,21.51
2524,2023-04-23,B,Sur,Activo,76.07,325.18,21,17.72,55.13
2526,2023-12-06,B,Centro,Activo,91.88,162.14,13,13.11,30.06
2528,2023-08-02,A,Oeste,Pendiente,66.01,521.9,26,18.93,79.12
2529,2023-08-15,A,Centro,Pendiente,94.16,647.44,21,29.52,99.86
2531,2023-10-10,A,Norte,Activo,88.3,534.93,18,29.3,78.13
2532,2023-08-18,B,Centro,Pendiente,96.35,2140.36,37,58.26,317.48
2533,2023-10-24,C,Centro,Activo,84.44,17316.4,171,101.4,2587.53
2534,2023-03-14,D,Este,Pendiente,55.91,1343.98,42,30.87,202.07
2535,2023-06-21,A,Sur,Activo,78.89,304.52,15,20.65,45.86
2536,2023-05-11,A,Centro,Activo,102.34,334.46,7,40.04,53.1
2537,2023-04-01,B,Centro,Inactivo,76.76,402.09,14,21.49,58.59
2538,2023-07-07,A,Oeste,Activo,72.42,1952.26,34,56.77,291.06
2539,2023-10-04,D,Norte,Inactivo,80.68,1269.99,32,39.38,186.74
2540,2023-09-09,C,Oeste,Activo,76.8,450.07,13,31.05,76.26
2541,2023-05-29,B,Centro,Pendiente,79.8,7944.3,106,74.74,3559.95
2542,2023-03-01,A,Norte,Inactivo,74.1,5027.18,81,61.73,747
2543,2023-03-26,A,Sur,Activo,94.62,16759.88,171,98.11,7517.64
2544,2023-10-27,D,Oeste,Activo,58.63,2509.32,65,39.82,374.49
2545,2023-01-11,A,Centro,Pendiente,84.42,642.68,17,36.46,94.2
2546,2023-03-30,A,Centro,Inactivo,82.42,274.43,16,16.22,42.56
2548,2023-04-15,C,Sur,Activo,82.25,5464.22,86,62.78,813.7
2549,2023-12-13,B,Este,Activo,72.59,6223.57,110,56.44,928.02
2551,2023-01-02,D,Norte,Activo,87.33,3743.94,71,52.18,559.25
2552,2023-11-23,A,Norte,Pendiente,91.65,1852.2,57,33.01,275
2553,2023-07-06,A,Norte,Activo,87.6,997.12,40,25.21,150.12
2554,2023-06-17,B,Centro,Activo,94.74,1490.11,36,41.33,220.95
2555,2023-01-31,A,Oeste,Activo,83.14,226.32,7,30.48,36.68
2556,2023-01-19,B,Este,Pendiente,76.87,751.18,25,31.51,114.34
2557,2023-10-09,A,Centro,Pendiente,103.59,827.42,25,31.37,124.48
2559,2023-01-31,A,Este,Activo,82.56,431.71,20,20.96,68.13
2560,2023-07-29,A,Sur,Inactivo,66.08,3334.85,66,50.41,503.83
2561,2023-08-26,B,Sur,Activo,60.18,4185.05,62,67,622.44
2563,2023-12-30,B,Sur,Activo,78.63,2110.38,48,44.77,316.24
2564,2023-08-02,B,Sur,Activo,84.49,1526.45,38,38.48,231.15
2565,2023-06-07,B,Norte,Activo,78.95,710.08,25,28.39,108.41
2566,2023-10-28,A,Centro,Activo,94.42,311.31,9,36.22,46.39
2568,2023-11-29,C,Sur,Activo,80.32,3179.11,54,57.9,464.8
2569,2023-09-28,C,Norte,Pendiente,55.33,2967.16,62,48.85,449.32
2570,2023-07-04,A,Este,Inactivo,57.23,936.18,30,30.29,136.63
2571,2023-01-23,B,Norte,Pendiente,85.04,2412.96,47,51.99,357.04
2572,2023-11-05,C,Oeste,Activo,73.34,1355.95,35,38.62,200.7
2573,2023-10-22,A,Norte,Activo,84.22,1539,34,43.62,230.12
2574,2023-08-11,A,Norte,Inactivo,59.31,993.31,24,42.87,147.35
2575,2023-12-20,B,Centro,Activo,100.64,710.95,21,34.52,105.56
2576,2023-04-18,B,Centro,Activo,102.47,703.81,15,48.01,104.07
2577,2023-08-04,B,Centro,Activo,102.5,443.46,15,33.43,64.31
2578,2023-10-30,B,Centro,Inactivo,75.77,13408.79,148,90.67,2007.31
2579,2023-07-28,A,Sur,Activo,89.39,450.28,19,23,69.76
2580,2023-12-14,A,Norte,Activo,89.87,3031.1,53,58.93,447.64
2581,2023-05-09,A,Sur,Pendiente,70.1,39779.57,276,144.23,5951.02
2582,2023-06-11,A,Centro,Inactivo,83.38,412.21,20,23.79,64.32
2584,2023-07-31,A,Norte,Activo,81.15,848.5,28,32.5,130.94
2585,2023-11-09,D,Oeste,Inactivo,56.73,841.67,20,39.47,126.09
2586,2023-02-24,A,Centro,Pendiente,95.5,2627.27,44,60.7,389.5
2587,2023-10-15,B,Oeste,Activo,61.73,411.34,16,28.24,65.31
2588,2023-08-16,B,Centro,Activo,92.28,4753.86,68,70.28,706.86
2589,2023-10-09,A,Sur,Pendiente,66.09,81.58,9,21.53,13.69
2590,2023-01-09,B,Sur,Activo,79.68,632.82,23,24.89,96.46
2591,2023-04-01,A,Norte,Activo,100.68,1048.25,24,41.65,159.39
2592,2023-02-27,C,Oeste,Inactivo,60.41,3229.38,66,47.66,485.87
2593,2023-07-13,D,Centro,Inactivo,76.76,119.47,6,22.9,20.36
2594,2023-12-09,C,Sur,Pendiente,73.97,696.89,10,68.92,99.77
2596,2023-10-24,B,Norte,Inactivo,65.32,2241.58,45,49.1,334.62
2597,2023-09-25,D,Centro,Inactivo,78.5,1024.67,33,30.06,153.97
2598,2023-09-20,C,Norte,Inactivo,71.61,16453.64,168,97.58,2461.72
2599,2023-04-17,A,Centro,Pendiente,102.78,690.89,24,31.58,101.7
2600,2023-02-19,A,Norte,Activo,84.29,556.09,23,25.31,428.9795395650162
2602,2023-02-17,B,Centro,Inactivo,71.23,75.66,6,17.7,8.74
2604,2023-02-21,B,Norte,Inactivo,60.08,2493.05,63,40.27,370.3
2606,2023-03-25,A,Oeste,Activo,72.57,10407.03,135,76.97,428.9795395650162
2607,2023-10-25,A,Centro,Activo,91.52,345.01,15,24.32,51.82
2608,2023-12-01,B,Este,Activo,64.63,1213.33,37,33.74,177.71
2609,2023-07-22,B,Centro,Pendiente,90.67,1284.41,35,37.77,195.21
2610,2023-07-05,B,Oeste,Pendiente,56.12,1795.85,39,44.78,264.42
2612,2023-10-03,A,Sur,Activo,88.58,2455.48,47,51.44,365.47
2613,2023-03-17,B,Sur,Activo,66.06,329.26,7,36.27,53.3
2615,2023-03-13,D,Norte,Inactivo,75.65,3653.13,77,46.44,549.13
2616,2023-03-19,D,Norte,Activo,99.02,9895.26,116,84.93,1475.04
2617,2023-10-07,A,Centro,Activo,87.24,4950.17,88,42.46383387320685,747.29
2618,2023-11-18,B,Norte,Activo,81.5,2451.71,46,52.24,368.56
2620,2023-03-23,B,Sur,Activo,72.51,416.44,14,29.49,58.23
2621,2023-01-08,A,Norte,Pendiente,75.68,1066.92,26,36.99,161.56
2622,2023-01-21,C,Este,Inactivo,51.79,900.52,35,25.03,141.32
2623,2023-07-20,B,Sur,Activo,89.74,1184.65,29,39.14,171.35
2624,2023-03-26,C,Centro,Activo,92.78,5276.42,95,56.07,780.2
2625,2023-03-08,B,Centro,Pendiente,95.58,506.19,23,23.05,80.37
2626,2023-01-16,A,Norte,Activo,91.75,1027.72,24,45.77,151.2
2627,2023-02-08,A,Este,Inactivo,52.49,3994.78,66,60.61,599.29
2628,2023-08-13,C,Oeste,Pendiente,57.06,272.45,10,30.41,38.37
2631,2023-12-31,A,Centro,Pendiente,99.24,146.52,16,8.76,21.55
2632,2023-09-29,D,Norte,Inactivo,79.33689264229524,5563.78,76,73,829.41
2633,2023-05-20,C,Norte,Activo,90.21,985.32,35,28.52,145.56
2634,2023-02-16,A,Norte,Pendiente,68.66,1820.8,43,42.46383387320685,270.34
2635,2023-11-03,B,Oeste,Activo,78.26,513.84,21,25.63,78.78
2636,2023-04-10,B,Norte,Inactivo,84.46,419.42,16,25,63.28
2637,2023-06-14,B,Norte,Inactivo,64.41,27810.99,220,126.32,4160.68
2638,2023-02-16,A,Este,Pendiente,63.14,9221.64,115,80.6,1378.72
2639,2023-05-04,B,Oeste,Activo,54.09,1903.99,39,49.29,274.13
2640,2023-01-07,C,Norte,Activo,85.29,1545.17,55,28.2,230.65
2641,2023-03-05,B,Centro,Activo,105.12,1113.49,24,48.55,166.19
2642,2023-05-02,A,Norte,Activo,88.15,929.12,30,31.34,136.01
